Date;High;Low;Open;Close;Volume;Adj Close;High_lastDay;Low_lastDay;Open_lastDay;Close_lastDay;Volume_lastDay;Adj Close_lastDay
36549;1454,089966;1395,420044;1441,359985;1401,530029;1115800000;1401,530029;1453,180054;1439,599976;1445,569946;1441,359985;1209800000;1441,359985
36550;1414,26001;1388,48999;1401,530029;1410,030029;1073700000;1410,030029;1454,089966;1395,420044;1441,359985;1401,530029;1115800000;1401,530029
36551;1412,72998;1400,160034;1410,030029;1404,089966;1117300000;1404,089966;1414,26001;1388,48999;1401,530029;1410,030029;1073700000;1410,030029
36552;1418,859985;1370,98999;1404,089966;1398,560059;1129500000;1398,560059;1412,72998;1400,160034;1410,030029;1404,089966;1117300000;1404,089966
36553;1398,560059;1356,199951;1398,560059;1360,160034;1095800000;1360,160034;1418,859985;1370,98999;1404,089966;1398,560059;1129500000;1398,560059
36556;1394,47998;1350,140015;1360,160034;1394,459961;993800000;1394,459961;1398,560059;1356,199951;1398,560059;1360,160034;1095800000;1360,160034
36557;1412,48999;1384,790039;1394,459961;1409,280029;981000000;1409,280029;1394,47998;1350,140015;1360,160034;1394,459961;993800000;1394,459961
36558;1420,609985;1403,48999;1409,280029;1409,119995;1038600000;1409,119995;1412,48999;1384,790039;1394,459961;1409,280029;981000000;1409,280029
36559;1425,780029;1398,52002;1409,119995;1424,969971;1146500000;1424,969971;1420,609985;1403,48999;1409,280029;1409,119995;1038600000;1409,119995
36560;1435,910034;1420,630005;1424,969971;1424,369995;1045100000;1424,369995;1425,780029;1398,52002;1409,119995;1424,969971;1146500000;1424,969971
36563;1427,150024;1413,329956;1424,369995;1424,23999;918100000;1424,23999;1435,910034;1420,630005;1424,969971;1424,369995;1045100000;1424,369995
36564;1441,829956;1424,23999;1424,23999;1441,719971;1047700000;1441,719971;1427,150024;1413,329956;1424,369995;1424,23999;918100000;1424,23999
36565;1444,550049;1411,650024;1441,719971;1411,709961;1050500000;1411,709961;1441,829956;1424,23999;1424,23999;1441,719971;1047700000;1441,719971
36566;1422,099976;1406,430054;1411,699951;1416,829956;1058800000;1416,829956;1444,550049;1411,650024;1441,719971;1411,709961;1050500000;1411,709961
36567;1416,829956;1378,890015;1416,829956;1387,119995;1025700000;1387,119995;1422,099976;1406,430054;1411,699951;1416,829956;1058800000;1416,829956
36570;1394,930054;1380,530029;1387,119995;1389,939941;927300000;1389,939941;1416,829956;1378,890015;1416,829956;1387,119995;1025700000;1387,119995
36571;1407,719971;1376,25;1389,939941;1402,050049;1092100000;1402,050049;1394,930054;1380,530029;1387,119995;1389,939941;927300000;1389,939941
36572;1404,550049;1385,579956;1402,050049;1387,670044;1018800000;1387,670044;1407,719971;1376,25;1389,939941;1402,050049;1092100000;1402,050049
36573;1399,880005;1380,069946;1387,670044;1388,26001;1034800000;1388,26001;1404,550049;1385,579956;1402,050049;1387,670044;1018800000;1387,670044
36574;1388,589966;1345,319946;1388,26001;1346,089966;1042300000;1346,089966;1399,880005;1380,069946;1387,670044;1388,26001;1034800000;1388,26001
36578;1358,109985;1331,880005;1346,089966;1352,170044;980000000;1352,170044;1388,589966;1345,319946;1388,26001;1346,089966;1042300000;1346,089966
36579;1370,109985;1342,439941;1352,170044;1360,689941;993700000;1360,689941;1358,109985;1331,880005;1346,089966;1352,170044;980000000;1352,170044
36580;1364,800049;1329,880005;1360,689941;1353,430054;1215000000;1353,430054;1370,109985;1342,439941;1352,170044;1360,689941;993700000;1360,689941
36581;1362,140015;1329,150024;1353,430054;1333,359985;1065200000;1333,359985;1364,800049;1329,880005;1360,689941;1353,430054;1215000000;1353,430054
36584;1360,819946;1325,069946;1333,359985;1348,050049;1026500000;1348,050049;1362,140015;1329,150024;1353,430054;1333,359985;1065200000;1333,359985
36585;1369,630005;1348,050049;1348,050049;1366,420044;1204300000;1366,420044;1360,819946;1325,069946;1333,359985;1348,050049;1026500000;1348,050049
36586;1383,459961;1366,420044;1366,420044;1379,189941;1274100000;1379,189941;1369,630005;1348,050049;1348,050049;1366,420044;1204300000;1366,420044
36587;1386,560059;1370,349976;1379,189941;1381,76001;1198600000;1381,76001;1383,459961;1366,420044;1366,420044;1379,189941;1274100000;1379,189941
